Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
"BIKEBIZZ-8718347837242  Cargo Damen 57cm R-Brake Alu R3 matt-schw"," Cargo Damen 57cm R-Brake Alu R3 matt-schw","Avalon Fracht D57cm. Farbe: Mattschwarz. Ausführung: Shimano N3/Rollerbrakes. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Innenlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","","Sporting Goods > Outdoor Recreation > Cycling > Bicycles","Bicycle","Sporting Goods > Outdoor Recreation > Cycling > Bicycles",TRUE,,,,,,,"BIKEBIZZ-8718347837242",,shopify,3,deny,manual,745.93,,TRUE,TRUE,8718347837242,https://www.bikebizz.nl/wp-content/uploads/2019/10/Cargo_D_mzwart.jpg,1,,FALSE," Cargo Damen 57cm R-Brake Alu R3 matt-schw","Avalon Fracht D57cm. Farbe: Mattschwarz. Ausführung: Shimano N3/Rollerbrakes. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Innenlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","Bicycle",,,,,,,FALSE,,,,,,,,,,,,active
"BIKEBIZZ-8718347837280  Cargo Herren 53cm Alu R3 matt-schwarz"," Cargo Herren 53cm Alu R3 matt-schwarz","Avalon Fracht H53cm. Farbe: Mattschwarz. Ausführung: Shimano R3/Bremsnabe. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Innenlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","","Sporting Goods > Outdoor Recreation > Cycling > Bicycles","Bicycle","Sporting Goods > Outdoor Recreation > Cycling > Bicycles",TRUE,,,,,,,"BIKEBIZZ-8718347837280",,shopify,12,deny,manual,643.93,,TRUE,TRUE,8718347837280,https://www.bikebizz.nl/wp-content/uploads/2019/10/Cargo-HN3_mzwart.jpg,1,,FALSE," Cargo Herren 53cm Alu R3 matt-schwarz","Avalon Fracht H53cm. Farbe: Mattschwarz. Ausführung: Shimano R3/Bremsnabe. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Innenlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","Bicycle",,,,,,,FALSE,,,,,,,,,,,,active
"BIKEBIZZ-8718347837327  Cargo Damen 50cm Türkis R3"," Cargo Damen 50cm Türkis R3","Avalon Cargo D50cm. Farbe: Türkis. Ausführung: Shimano R3/Bremsnabe. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Innenlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","","Sporting Goods > Outdoor Recreation > Cycling > Bicycles","Bicycle","Sporting Goods > Outdoor Recreation > Cycling > Bicycles",TRUE,,,,,,,"BIKEBIZZ-8718347837327",,shopify,1,deny,manual,643.93,,TRUE,TRUE,8718347837327,https://www.bikebizz.nl/wp-content/uploads/2019/10/f630.png,1,,FALSE," Cargo Damen 50cm Türkis R3","Avalon Cargo D50cm. Farbe: Türkis. Ausführung: Shimano R3/Bremsnabe. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Innenlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","Bicycle",,,,,,,FALSE,,,,,,,,,,,,active
"BIKEBIZZ-8718347837341  Cargo HERREN 59cm R-Brake Alu N3 matt-schw"," Cargo HERREN 59cm R-Brake Alu N3 matt-schw","Avalon Fracht H59cm. Farbe: Mattschwarz. Ausführung: Shimano N3/Rollerbrakes. Lieferumfang: Aluminiumrahmen, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Tretlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","","Sporting Goods > Outdoor Recreation > Cycling > Bicycles","Bicycle","Sporting Goods > Outdoor Recreation > Cycling > Bicycles",TRUE,,,,,,,"BIKEBIZZ-8718347837341",,shopify,5,deny,manual,745.93,,TRUE,TRUE,8718347837341,https://www.bikebizz.nl/wp-content/uploads/2019/10/foto2.png,1,,FALSE," Cargo HERREN 59cm R-Brake Alu N3 matt-schw","Avalon Fracht H59cm. Farbe: Mattschwarz. Ausführung: Shimano N3/Rollerbrakes. Lieferumfang: Aluminiumrahmen, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Tretlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","Bicycle",,,,,,,FALSE,,,,,,,,,,,,active
"BIKEBIZZ-8718347837358  Cargo HERREN 53cm R-Bremse Alu N3 matt-schw"," Cargo HERREN 53cm R-Bremse Alu N3 matt-schw","Avalon Fracht H53cm. Farbe: Mattschwarz. Ausführung: Shimano N3/Rollerbrakes. Lieferumfang: Aluminiumrahmen, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Tretlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","","Sporting Goods > Outdoor Recreation > Cycling > Bicycles","Bicycle","Sporting Goods > Outdoor Recreation > Cycling > Bicycles",TRUE,,,,,,,"BIKEBIZZ-8718347837358",,shopify,4,deny,manual,745.93,,TRUE,TRUE,8718347837358,https://www.bikebizz.nl/wp-content/uploads/2019/10/foto2.png,1,,FALSE," Cargo HERREN 53cm R-Bremse Alu N3 matt-schw","Avalon Fracht H53cm. Farbe: Mattschwarz. Ausführung: Shimano N3/Rollerbrakes. Lieferumfang: Aluminiumrahmen, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Tretlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","Bicycle",,,,,,,FALSE,,,,,,,,,,,,active
"BIKEBIZZ-8718347838713  Cargo Damen 57cm R-Bremse Alu N8 matt-schw"," Cargo Damen 57cm R-Bremse Alu N8 matt-schw","Avalon Fracht D57cm. Farbe: Mattschwarz. Ausführung: Shimano N8/Rollerbrakes. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, 2.0-Reifen, Hesling-Kettenschutz, THUN-Tretlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","","Sporting Goods > Outdoor Recreation > Cycling > Bicycles","Bicycle","Sporting Goods > Outdoor Recreation > Cycling > Bicycles",TRUE,,,,,,,"BIKEBIZZ-8718347838713",,shopify,6,deny,manual,827.53,,TRUE,TRUE,8718347838713,https://www.bikebizz.nl/wp-content/uploads/2019/10/Cargo_D_mzwart.jpg,1,,FALSE," Cargo Damen 57cm R-Bremse Alu N8 matt-schw","Avalon Fracht D57cm. Farbe: Mattschwarz. Ausführung: Shimano N8/Rollerbrakes. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, 2.0-Reifen, Hesling-Kettenschutz, THUN-Tretlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","Bicycle",,,,,,,FALSE,,,,,,,,,,,,active
"BIKEBIZZ-8718347838720  Cargo HERREN 59cm R-Brake Alu N7 matt-schw"," Cargo HERREN 59cm R-Brake Alu N7 matt-schw","Avalon Fracht H59cm. Farbe: Mattschwarz. Ausführung: Shimano N7/Rollerbrakes. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Innenlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","","Sporting Goods > Outdoor Recreation > Cycling > Bicycles","Bicycle","Sporting Goods > Outdoor Recreation > Cycling > Bicycles",TRUE,,,,,,,"BIKEBIZZ-8718347838720",,shopify,1,deny,manual,827.53,,TRUE,TRUE,8718347838720,https://www.bikebizz.nl/wp-content/uploads/2019/10/foto2.png,1,,FALSE," Cargo HERREN 59cm R-Brake Alu N7 matt-schw","Avalon Fracht H59cm. Farbe: Mattschwarz. Ausführung: Shimano N7/Rollerbrakes. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Innenlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","Bicycle",,,,,,,FALSE,,,,,,,,,,,,active
"BIKEBIZZ-8718347838737  Cargo Damen 50cm R-Bremse Alu N7 matt-schw"," Cargo Damen 50cm R-Bremse Alu N7 matt-schw","Avalon Cargo D50cm. Farbe: Mattschwarz. Ausführung: Shimano N8/Rollerbrakes. Lieferumfang: Aluminiumrahmen, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Tretlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","","Sporting Goods > Outdoor Recreation > Cycling > Bicycles","Bicycle","Sporting Goods > Outdoor Recreation > Cycling > Bicycles",TRUE,,,,,,,"BIKEBIZZ-8718347838737",,shopify,10,deny,manual,827.53,,TRUE,TRUE,8718347838737,https://www.bikebizz.nl/wp-content/uploads/2019/10/F638.jpg,1,,FALSE," Cargo Damen 50cm R-Bremse Alu N7 matt-schw","Avalon Cargo D50cm. Farbe: Mattschwarz. Ausführung: Shimano N8/Rollerbrakes. Lieferumfang: Aluminiumrahmen, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Tretlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","Bicycle",,,,,,,FALSE,,,,,,,,,,,,active
"BIKEBIZZ-8718347837365  Cargo Damen 57cm d.blau R3"," Cargo Damen 57cm d.blau R3","Avalon Fracht D57cm. Farbe: Mattblau. Ausführung: Shimano R3/Bremsnabe. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Innenlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","","Sporting Goods > Outdoor Recreation > Cycling > Bicycles","Bicycle","Sporting Goods > Outdoor Recreation > Cycling > Bicycles",TRUE,,,,,,,"BIKEBIZZ-8718347837365",,shopify,11,deny,manual,643.93,,TRUE,TRUE,8718347837365,https://www.bikebizz.nl/wp-content/uploads/2019/10/Cargo_DN3-mblauw.jpg,1,,FALSE," Cargo Damen 57cm d.blau R3","Avalon Fracht D57cm. Farbe: Mattblau. Ausführung: Shimano R3/Bremsnabe. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Innenlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","Bicycle",,,,,,,FALSE,,,,,,,,,,,,active
"BIKEBIZZ-8718347837372  Cargo Damen 50cm d.blau R3"," Cargo Damen 50cm d.blau R3","Avalon Cargo D50cm. Farbe: Mattblau. Ausführung: Shimano R3/Bremsnabe. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Innenlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","","Sporting Goods > Outdoor Recreation > Cycling > Bicycles","Bicycle","Sporting Goods > Outdoor Recreation > Cycling > Bicycles",TRUE,,,,,,,"BIKEBIZZ-8718347837372",,shopify,7,deny,manual,643.93,,TRUE,TRUE,8718347837372,https://www.bikebizz.nl/wp-content/uploads/2019/10/Cargo_DN3-mblauw.jpg,1,,FALSE," Cargo Damen 50cm d.blau R3","Avalon Cargo D50cm. Farbe: Mattblau. Ausführung: Shimano R3/Bremsnabe. Lieferumfang: Aluminiumrahmen, Lenkschloss, Doppelstandard, Rodi G13-Felgen, schwarze G13-Speichen, CST Zeppelin 2.0-Reifen, Hesling-Kettenschutz, THUN-Innenlager und -Kurbelgarnitur, Aluminium-Frontträger und -Hinterradträger, ART-Schloss. Hergestellt in Holland","Bicycle",,,,,,,FALSE,,,,,,,,,,,,active
